dimension,num_prod,run,iters_to_NE,NE,converged
10,10,37,5,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,38,8,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,39,7,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,20,0,6,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,1,10,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,2,8,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,3,9,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,4,12,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,5,12,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,6,6,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,7,12,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,8,9,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,9,10,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,10,14,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,11,11,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,12,9,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,13,12,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,14,9,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,15,13,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,16,10,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,17,10,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,18,9,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,19,17,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,20,13,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,21,12,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,22,15,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,23,15,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,24,10,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,25,14,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,26,10,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,27,10,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,28,13,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,29,14,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,30,8,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,31,10,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,32,11,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,33,9,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,34,10,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,35,11,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
10,20,36,9,[3. 0. 0. 3. 5. 2. 2. 1. 0. 4.],True
